idFilm,labelFilm,labelDirector,labelStarring
318879,Ambisi (film),Nya' Abbas Akup,God Bless
318879,Ambisi (film),Nya' Abbas Akup,Koes Plus
318879,Ambisi (film),Nya' Abbas Akup,Fifi Young
318879,Ambisi (film),Nya' Abbas Akup,Anna Mathovani
318879,Ambisi (film),Nya' Abbas Akup,Bimbo
318879,Ambisi (film),Nya' Abbas Akup,Benyamin S
903655,Koboi Sutra Ungu,Nya' Abbas Akup,Meriam Bellina
373194,Merenda Hari Esok,Ida Farida,Dina Mariana
373194,Merenda Hari Esok,Ida Farida,Fadly
373194,Merenda Hari Esok,Ida Farida,Marlia Hardi
373194,Merenda Hari Esok,Ida Farida,Rd Mochtar
373194,Merenda Hari Esok,Ida Farida,Sofia WD
482493,Semua Sayang Kamu (film),Ida Farida,Ade Irawan
482493,Semua Sayang Kamu (film),Ida Farida,Neno Warisman
482493,Semua Sayang Kamu (film),Ida Farida,Uci Bing Slamet
482493,Semua Sayang Kamu (film),Ida Farida,Rina Hasyim
482493,Semua Sayang Kamu (film),Ida Farida,Eeng Saptahadi
482493,Semua Sayang Kamu (film),Ida Farida,Nani Wijaya
500742,Barang Titipan,Ida Farida,Eva Arnaz
500742,Barang Titipan,Ida Farida,Dian Nitami
500742,Barang Titipan,Ida Farida,Diah Permatasari
500742,Barang Titipan,Ida Farida,Tarzan (pelawak)
500742,Barang Titipan,Ida Farida,Suti Karno
500742,Barang Titipan,Ida Farida,Pitrajaya Burnama
500742,Barang Titipan,Ida Farida,Leroy Osmani
500742,Barang Titipan,Ida Farida,Unang (pelawak)
500742,Barang Titipan,Ida Farida,Dedi Gumelar
500742,Barang Titipan,Ida Farida,Anna Shirley
500742,Barang Titipan,Ida Farida,Hengky Solaiman
536925,Tante Garang,Ida Farida,Laila Sari
536925,Tante Garang,Ida Farida,Adjie Notonegoro
536925,Tante Garang,Ida Farida,Rina Hasyim
536925,Tante Garang,Ida Farida,Itje Trisnawati
536925,Tante Garang,Ida Farida,Benyamin S.
536925,Tante Garang,Ida Farida,Basuki
289420,Gadis Kampus,Ishaq Iskandar,August Melasz
289420,Gadis Kampus,Ishaq Iskandar,Sofia W.D.
289420,Gadis Kampus,Ishaq Iskandar,Ita Mustafa
289420,Gadis Kampus,Ishaq Iskandar,Junaedi Salat
289420,Gadis Kampus,Ishaq Iskandar,Alicia Djohar
289420,Gadis Kampus,Ishaq Iskandar,Pong Hardjatmo
289420,Gadis Kampus,Ishaq Iskandar,Soultan Saladin
289420,Gadis Kampus,Ishaq Iskandar,Alfian
289420,Gadis Kampus,Ishaq Iskandar,Zaenal Abidin
289420,Gadis Kampus,Ishaq Iskandar,Citra Dewi
453404,Cinta Anak Jaman,Buce Malawau,Didi Petet
453404,Cinta Anak Jaman,Buce Malawau,Dian Nitami
453404,Cinta Anak Jaman,Buce Malawau,Ira Wibowo
453404,Cinta Anak Jaman,Buce Malawau,Paramitha Rusady
453404,Cinta Anak Jaman,Buce Malawau,Sylvana Herman
453404,Cinta Anak Jaman,Buce Malawau,Tio Pakusadewo
453404,Cinta Anak Jaman,Buce Malawau,Donny Damara
453404,Cinta Anak Jaman,Buce Malawau,Tino Karno
453404,Cinta Anak Jaman,Buce Malawau,Leroy Osmani
453404,Cinta Anak Jaman,Buce Malawau,Karina Suwandhi
464294,Gadis Telepon,Buce Malawau,Wolly Sutinah
464294,Gadis Telepon,Buce Malawau,Aminah Cendrakasih
464294,Gadis Telepon,Buce Malawau,Anna Tairas
464294,Gadis Telepon,Buce Malawau,Richie Ricardo
464294,Gadis Telepon,Buce Malawau,Zainal Abidin (aktor)
464294,Gadis Telepon,Buce Malawau,Tan Tjeng Bok
464294,Gadis Telepon,Buce Malawau,Willy Wilianto
464294,Gadis Telepon,Buce Malawau,Urip Arphan
464294,Gadis Telepon,Buce Malawau,Hadisjam Tahax
472249,Beri Aku Waktu,Buce Malawau,Ira Wibowo
472249,Beri Aku Waktu,Buce Malawau,Mieke Wijaya
472249,Beri Aku Waktu,Buce Malawau,Mathias Muchus
472249,Beri Aku Waktu,Buce Malawau,Adi Kurdi
472249,Beri Aku Waktu,Buce Malawau,Grace Simon
472249,Beri Aku Waktu,Buce Malawau,Rina Hasyim
472249,Beri Aku Waktu,Buce Malawau,Dewanti Bauty
472249,Beri Aku Waktu,Buce Malawau,Fritz G. Schadt
472249,Beri Aku Waktu,Buce Malawau,Pitrajaya Burnama
472249,Beri Aku Waktu,Buce Malawau,Leroy Osmani
482677,Potret (film),Buce Malawau,Gusti Randa
482677,Potret (film),Buce Malawau,Ully Artha
482677,Potret (film),Buce Malawau,Rachmat Hidayat
482677,Potret (film),Buce Malawau,Nani Somanegara
482677,Potret (film),Buce Malawau,Asrul Zulmi
482677,Potret (film),Buce Malawau,Aty Cancer Zein
482677,Potret (film),Buce Malawau,Yoga pratama
482685,Ketika Dia Pergi,Buce Malawau,Dhalia
482685,Ketika Dia Pergi,Buce Malawau,Nungki Kusumastuti
482685,Ketika Dia Pergi,Buce Malawau,Rd Mochtar
482685,Ketika Dia Pergi,Buce Malawau,Afrizal Anoda
482685,Ketika Dia Pergi,Buce Malawau,Asrul Zulmi
529175,Persaingan Remaja,Buce Malawau,Zaitun
529175,Persaingan Remaja,Buce Malawau,Aminah Cendrakasih
529175,Persaingan Remaja,Buce Malawau,Dina Mariana
529175,Persaingan Remaja,Buce Malawau,Anwar Fuady
529175,Persaingan Remaja,Buce Malawau,Enny Beatrice
529175,Persaingan Remaja,Buce Malawau,Zainal Abidin (aktor)
529175,Persaingan Remaja,Buce Malawau,Susy Bolle
529175,Persaingan Remaja,Buce Malawau,Pria Bombom
529175,Persaingan Remaja,Buce Malawau,Urip Arphan
627986,Kamus Cinta Sang Primadona,Buce Malawau,Sylvana Herman
627986,Kamus Cinta Sang Primadona,Buce Malawau,Connie Constantia
627986,Kamus Cinta Sang Primadona,Buce Malawau,Ida Kusumah
627986,Kamus Cinta Sang Primadona,Buce Malawau,Abdi Wiyono
627986,Kamus Cinta Sang Primadona,Buce Malawau,Agyl Syahriar
627986,Kamus Cinta Sang Primadona,Buce Malawau,Anie Carera
86366,Perawan Desa,Frank Rorimpandey,Hendra Cipta
86366,Perawan Desa,Frank Rorimpandey,Yati Surachman
266058,Arie Hanggara (film),Frank Rorimpandey,Deddy Mizwar
266058,Arie Hanggara (film),Frank Rorimpandey,Joice Erna
266058,Arie Hanggara (film),Frank Rorimpandey,Cok Simbara
266058,Arie Hanggara (film),Frank Rorimpandey,Zaenal Abidin
403809,Gepeng Bayar Kontan,Frank Rorimpandey,Basuki (pelawak)
403809,Gepeng Bayar Kontan,Frank Rorimpandey,Gepeng
403809,Gepeng Bayar Kontan,Frank Rorimpandey,Asmuni
403809,Gepeng Bayar Kontan,Frank Rorimpandey,Rachmat Hidayat
403809,Gepeng Bayar Kontan,Frank Rorimpandey,Pria Bombom
403809,Gepeng Bayar Kontan,Frank Rorimpandey,Jujuk Juariah
404264,Ita Si Anak Pungut,Frank Rorimpandey,Dicky Zulkarnaen
404264,Ita Si Anak Pungut,Frank Rorimpandey,Yudistira
404264,Ita Si Anak Pungut,Frank Rorimpandey,Ami Prijono
404264,Ita Si Anak Pungut,Frank Rorimpandey,Yenny Rachman
404264,Ita Si Anak Pungut,Frank Rorimpandey,Mustafa
404264,Ita Si Anak Pungut,Frank Rorimpandey,Mieke Widjaja
428152,Penyesalan Seumur Hidup,Frank Rorimpandey,Dewi Yull
428152,Penyesalan Seumur Hidup,Frank Rorimpandey,Joice Erna
428152,Penyesalan Seumur Hidup,Frank Rorimpandey,Nico Pelamonia
428152,Penyesalan Seumur Hidup,Frank Rorimpandey,Cok Simbara
428152,Penyesalan Seumur Hidup,Frank Rorimpandey,Usbanda
428575,Takkan Lari Jodoh Dikejar,Frank Rorimpandey,Deddy Mizwar
428575,Takkan Lari Jodoh Dikejar,Frank Rorimpandey,Eva Arnaz
428575,Takkan Lari Jodoh Dikejar,Frank Rorimpandey,Eeng Saptahadi
428575,Takkan Lari Jodoh Dikejar,Frank Rorimpandey,Sigit Hardadi
465648,Beningnya Hati Seorang Gadis,Frank Rorimpandey,Roy Marten
465648,Beningnya Hati Seorang Gadis,Frank Rorimpandey,Aminah Cendrakasih
465648,Beningnya Hati Seorang Gadis,Frank Rorimpandey,Dien Novita
465648,Beningnya Hati Seorang Gadis,Frank Rorimpandey,Ita Mustafa
465648,Beningnya Hati Seorang Gadis,Frank Rorimpandey,Rachmat Hidayat
465648,Beningnya Hati Seorang Gadis,Frank Rorimpandey,Komalasari
465648,Beningnya Hati Seorang Gadis,Frank Rorimpandey,Gina Adriana
482172,Akibat Kanker Payudara,Frank Rorimpandey,Remy Sylado
482172,Akibat Kanker Payudara,Frank Rorimpandey,Aminah Cendrakasih
482172,Akibat Kanker Payudara,Frank Rorimpandey,Marini
482172,Akibat Kanker Payudara,Frank Rorimpandey,Nico Pelamonia
482172,Akibat Kanker Payudara,Frank Rorimpandey,Rina Hasyim
482172,Akibat Kanker Payudara,Frank Rorimpandey,Cok Simbara
482172,Akibat Kanker Payudara,Frank Rorimpandey,Chintami Atmanegara
531170,"Bunga, Jangan Ada Dusta",Frank Rorimpandey,Deddy Mizwar
531170,"Bunga, Jangan Ada Dusta",Frank Rorimpandey,Anjasmara
531170,"Bunga, Jangan Ada Dusta",Frank Rorimpandey,Dian Nitami
531170,"Bunga, Jangan Ada Dusta",Frank Rorimpandey,Mila Karmila
542200,Johny Indo (film),Frank Rorimpandey,Mathias Muchus
542200,Johny Indo (film),Frank Rorimpandey,Minati Atmanegara
542200,Johny Indo (film),Frank Rorimpandey,Frank Rorimpandey
542200,Johny Indo (film),Frank Rorimpandey,Sigit Hardadi
542200,Johny Indo (film),Frank Rorimpandey,Johanes Hubertus Eijkenboom
629160,Akibat Buah Terlarang,Frank Rorimpandey,Ayu Azhari
629160,Akibat Buah Terlarang,Frank Rorimpandey,Ratna Riantiarno
629160,Akibat Buah Terlarang,Frank Rorimpandey,Chris Salam
629160,Akibat Buah Terlarang,Frank Rorimpandey,Zainal Abidin (aktor)
629160,Akibat Buah Terlarang,Frank Rorimpandey,Ida Kusumah
467655,Bayang-bayang Kelabu,Frank Rorimpandey,Roy Marten
467655,Bayang-bayang Kelabu,Frank Rorimpandey,Ami Prijono
467655,Bayang-bayang Kelabu,Frank Rorimpandey,Rae Sita
467655,Bayang-bayang Kelabu,Frank Rorimpandey,Ricca Rachim
467655,Bayang-bayang Kelabu,Frank Rorimpandey,Tuti Mutia
467655,Bayang-bayang Kelabu,Frank Rorimpandey,Frank Rorimpandey
103599,5 Cewek Jagoan,Danu Umbara,Eva Arnaz
103599,5 Cewek Jagoan,Danu Umbara,Yati Octavia
103599,5 Cewek Jagoan,Danu Umbara,Lydia Kandou
103599,5 Cewek Jagoan,Danu Umbara,Debby Cynthia Dewi
103599,5 Cewek Jagoan,Danu Umbara,Dana Christina
103599,5 Cewek Jagoan,Danu Umbara,Cok Simbara
103599,5 Cewek Jagoan,Danu Umbara,Dorman Borisman
363961,Cewek Jagoan Beraksi Kembali,Danu Umbara,Barry Prima
363961,Cewek Jagoan Beraksi Kembali,Danu Umbara,Eva Arnaz
363961,Cewek Jagoan Beraksi Kembali,Danu Umbara,Debby Cynthia Dewi
363961,Cewek Jagoan Beraksi Kembali,Danu Umbara,Dana Christina
363961,Cewek Jagoan Beraksi Kembali,Danu Umbara,George Rudy
368409,Bunga Cinta Kasih,Danu Umbara,Rano Karno
368409,Bunga Cinta Kasih,Danu Umbara,Nani Widjaja
368409,Bunga Cinta Kasih,Danu Umbara,Debby Cynthia Dewi
368409,Bunga Cinta Kasih,Danu Umbara,Astri Ivo
368409,Bunga Cinta Kasih,Danu Umbara,Junaedi Salat
368409,Bunga Cinta Kasih,Danu Umbara,Kaharuddin Syah
368409,Bunga Cinta Kasih,Danu Umbara,Pong Hardjatmo
368409,Bunga Cinta Kasih,Danu Umbara,Roldiah Matulessy
368409,Bunga Cinta Kasih,Danu Umbara,Ellya Rosa
368409,Bunga Cinta Kasih,Danu Umbara,Moh Mochtar
282076,Sakura dalam Pelukan,Fritz G. Schadt,Eva Arnaz
282076,Sakura dalam Pelukan,Fritz G. Schadt,Liem Swie King
282076,Sakura dalam Pelukan,Fritz G. Schadt,Ida Leman
282076,Sakura dalam Pelukan,Fritz G. Schadt,Awang Darmawan
282076,Sakura dalam Pelukan,Fritz G. Schadt,Tatiek Tito
364872,Naga Merah,Fritz G. Schadt,Dicky Zulkarnaen
364872,Naga Merah,Fritz G. Schadt,Rachmat Kartolo
364872,Naga Merah,Fritz G. Schadt,Yoseano Waas
364872,Naga Merah,Fritz G. Schadt,Netty Herawati
364872,Naga Merah,Fritz G. Schadt,Mansjur Sjah
368438,Takdir (film),Fritz G. Schadt,Dicky Zulkarnaen
368438,Takdir (film),Fritz G. Schadt,Rima Melati
368438,Takdir (film),Fritz G. Schadt,Wolly Sutinah
368438,Takdir (film),Fritz G. Schadt,Aminah Cendrakasih
368438,Takdir (film),Fritz G. Schadt,Ruth Pelupessy
368438,Takdir (film),Fritz G. Schadt,Ishaq Iskandar
368438,Takdir (film),Fritz G. Schadt,Roldiah Matulessy
368438,Takdir (film),Fritz G. Schadt,Yoseano Waas
368438,Takdir (film),Fritz G. Schadt,Mansjur Sjah
368438,Takdir (film),Fritz G. Schadt,W.D Mochtar
369087,Cacat Dalam Kandungan,Fritz G. Schadt,Ruth Pelupessy
369087,Cacat Dalam Kandungan,Fritz G. Schadt,Ade Irawan
369087,Cacat Dalam Kandungan,Fritz G. Schadt,Boy Tirayoh
369087,Cacat Dalam Kandungan,Fritz G. Schadt,Pong Hardjatmo
369087,Cacat Dalam Kandungan,Fritz G. Schadt,Ratmi B29
371522,Midah Perawan Buronan,Fritz G. Schadt,Eva Arnaz
371522,Midah Perawan Buronan,Fritz G. Schadt,Maruli Sitompul
371522,Midah Perawan Buronan,Fritz G. Schadt,George Rudy
681443,Balada Dua Jagoan,Fritz G. Schadt,Dicky Zulkarnaen
681443,Balada Dua Jagoan,Fritz G. Schadt,George Rudy
681443,Balada Dua Jagoan,Fritz G. Schadt,Rd Mochtar
681447,Bang Kojak,Fritz G. Schadt,Dicky Zulkarnaen
681447,Bang Kojak,Fritz G. Schadt,George Rudy
681447,Bang Kojak,Fritz G. Schadt,Tan Tjeng Bok
681447,Bang Kojak,Fritz G. Schadt,Kang Ibing
681447,Bang Kojak,Fritz G. Schadt,Mansjur Sjah
100002,Djembatan Merah,Fred Young,Lilik Sudjio
100002,Djembatan Merah,Fred Young,Darussalam
100002,Djembatan Merah,Fred Young,Rendra Karno
100002,Djembatan Merah,Fred Young,Netty Herawati
376393,Putri Solo (film),Fred Young,M. Jusuf
376393,Putri Solo (film),Fred Young,Titien Sumarni
376393,Putri Solo (film),Fred Young,S. Poniman
383715,Bunga Roos,Fred Young,Yati Octavia
383715,Bunga Roos,Fred Young,Chitra Dewi
383715,Bunga Roos,Fred Young,Debby Cynthia Dewi
383715,Bunga Roos,Fred Young,Kusno Sudjarwadi
383715,Bunga Roos,Fred Young,Awang darmawan
390715,Di Tepi Bengawan Solo,Fred Young,A. Hamid Arief
390715,Di Tepi Bengawan Solo,Fred Young,Marlia Hardi
390715,Di Tepi Bengawan Solo,Fred Young,Netty Herawati
527263,Sepondok Dua Cinta,M.T. Risyaf,Didi Petet
527263,Sepondok Dua Cinta,M.T. Risyaf,Eva Arnaz
527263,Sepondok Dua Cinta,M.T. Risyaf,Marissa Haque
527263,Sepondok Dua Cinta,M.T. Risyaf,Ikang Fawzi
527263,Sepondok Dua Cinta,M.T. Risyaf,Anwar Fuady
527263,Sepondok Dua Cinta,M.T. Risyaf,Ida Kusumah
527265,Kesan Pertama,M.T. Risyaf,Barry Prima
527265,Kesan Pertama,M.T. Risyaf,Dicky Zulkarnaen
527265,Kesan Pertama,M.T. Risyaf,Ida Leman
527265,Kesan Pertama,M.T. Risyaf,Piet Pagau
527265,Kesan Pertama,M.T. Risyaf,Lia Waroka
527265,Kesan Pertama,M.T. Risyaf,Doddy Sukma
527268,Jejak Pengantin,M.T. Risyaf,El Manik
527268,Jejak Pengantin,M.T. Risyaf,Marissa Haque
527268,Jejak Pengantin,M.T. Risyaf,Maruli Sitompul
527268,Jejak Pengantin,M.T. Risyaf,Zainal Abidin (aktor)
527268,Jejak Pengantin,M.T. Risyaf,George Rudy
369230,Embun (film),D. Djajakusuma,Aedy Moward
369230,Embun (film),D. Djajakusuma,A.N. Alcaff
369230,Embun (film),D. Djajakusuma,Hamidy T. Djamil
378410,Pak Prawiro,D. Djajakusuma,Aminah Cendrakasih
378410,Pak Prawiro,D. Djajakusuma,Chitra Dewi
378410,Pak Prawiro,D. Djajakusuma,Bambang Hermanto
378410,Pak Prawiro,D. Djajakusuma,Rendra Karno
378410,Pak Prawiro,D. Djajakusuma,Bambang Irawan
441227,Harimau Tjampa,D. Djajakusuma,Bambang Hermanto
109923,Elegi Buat Nana,Achiel Nasrun,Ria Irawan
109923,Elegi Buat Nana,Achiel Nasrun,Ryan Hidayat
109923,Elegi Buat Nana,Achiel Nasrun,Cornelia Agatha
109923,Elegi Buat Nana,Achiel Nasrun,Desy Ratnasari
291822,Leak (film),Achiel Nasrun,Meriam Bellina
291822,Leak (film),Achiel Nasrun,Nadia Vega
291822,Leak (film),Achiel Nasrun,Piet Pagau
291822,Leak (film),Achiel Nasrun,Aldiansyah Taher
291822,Leak (film),Achiel Nasrun,Ferry Irawan Kusuma
498682,Ricky (film),Achiel Nasrun,Frans Tumbuan
498682,Ricky (film),Achiel Nasrun,Nike Ardilla
498682,Ricky (film),Achiel Nasrun,Nike Ardilla
498682,Ricky (film),Achiel Nasrun,Nike Ardilla
498682,Ricky (film),Achiel Nasrun,Nike Ardilla
498682,Ricky (film),Achiel Nasrun,Ryan Hidayat
498682,Ricky (film),Achiel Nasrun,Nani Widjaja
498682,Ricky (film),Achiel Nasrun,Rachmat Hidayat
498682,Ricky (film),Achiel Nasrun,Ida Kusumah
498682,Ricky (film),Achiel Nasrun,Fortunella
624031,Olga dan Sepatu Roda,Achiel Nasrun,Nike Ardilla
624031,Olga dan Sepatu Roda,Achiel Nasrun,Nike Ardilla
624031,Olga dan Sepatu Roda,Achiel Nasrun,Nike Ardilla
624031,Olga dan Sepatu Roda,Achiel Nasrun,Nike Ardilla
624031,Olga dan Sepatu Roda,Achiel Nasrun,Desy Ratnasari
624031,Olga dan Sepatu Roda,Achiel Nasrun,Ida Kusumah
624031,Olga dan Sepatu Roda,Achiel Nasrun,Mandra
624031,Olga dan Sepatu Roda,Achiel Nasrun,Tino Karno
624031,Olga dan Sepatu Roda,Achiel Nasrun,Ami Priyono
371547,Duo Kribo (film),Edward Sirait,Eva Arnaz
371547,Duo Kribo (film),Edward Sirait,Chitra Dewi
371547,Duo Kribo (film),Edward Sirait,Ita Mustafa
371547,Duo Kribo (film),Edward Sirait,Marlia Hardi
371547,Duo Kribo (film),Edward Sirait,Ida Kusumah
371547,Duo Kribo (film),Edward Sirait,Komalasari
371547,Duo Kribo (film),Edward Sirait,A.N. Alcaff
371547,Duo Kribo (film),Edward Sirait,Ucok Harahap
371547,Duo Kribo (film),Edward Sirait,Achmad Albar
83128,Tarsan Kota,Lilik Sudjio,Benyamin Sueb
83128,Tarsan Kota,Lilik Sudjio,Ida Royani
83128,Tarsan Kota,Lilik Sudjio,Eddy Gombloh
83128,Tarsan Kota,Lilik Sudjio,Tan Tjeng Bok
83128,Tarsan Kota,Lilik Sudjio,Awaludin
369090,Tarsan Pensiunan,Lilik Sudjio,Darto Helm
369090,Tarsan Pensiunan,Lilik Sudjio,S. Bagio
369090,Tarsan Pensiunan,Lilik Sudjio,Ratmi B-29
369090,Tarsan Pensiunan,Lilik Sudjio,Sol Saleh
369090,Tarsan Pensiunan,Lilik Sudjio,Diran
369090,Tarsan Pensiunan,Lilik Sudjio,Muni Cader
369090,Tarsan Pensiunan,Lilik Sudjio,Awaludin
369090,Tarsan Pensiunan,Lilik Sudjio,Benyamin S
463156,Traktor Benyamin,Lilik Sudjio,Hetty Koes Endang
463156,Traktor Benyamin,Lilik Sudjio,Lenny Marlina
463156,Traktor Benyamin,Lilik Sudjio,A. Hamid Arief
463156,Traktor Benyamin,Lilik Sudjio,Diran
463156,Traktor Benyamin,Lilik Sudjio,Benyamin S
464043,Zorro Kemayoran,Lilik Sudjio,Wolly Sutinah
464043,Zorro Kemayoran,Lilik Sudjio,Lenny Marlina
464043,Zorro Kemayoran,Lilik Sudjio,A. Hamid Arief
464043,Zorro Kemayoran,Lilik Sudjio,Eddy Gombloh
464043,Zorro Kemayoran,Lilik Sudjio,Benyamin S
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,HIM Damsyik
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,Wolly Sutinah
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,Nani Widjaja
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,Sandy Suwardi Hassan
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,Menzano
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,WD Mochtar
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,Mansjur Sjah
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,Sukarno M. Noor
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,Moh. Mochtar
464305,Djampang Mentjari Naga Hitam,Lilik Sudjio,A. Hadi
464882,Bapak Kawin Lagi,Lilik Sudjio,Rima Melati
464882,Bapak Kawin Lagi,Lilik Sudjio,Wolly Sutinah
464882,Bapak Kawin Lagi,Lilik Sudjio,A. Hamid Arief
464882,Bapak Kawin Lagi,Lilik Sudjio,Tatiek Tito
464882,Bapak Kawin Lagi,Lilik Sudjio,Muni Cader
464882,Bapak Kawin Lagi,Lilik Sudjio,Dewi Rosaria Indah
464882,Bapak Kawin Lagi,Lilik Sudjio,Benyamin S.
465491,Salah Kamar,Lilik Sudjio,Wolly Sutinah
465491,Salah Kamar,Lilik Sudjio,Doris Callebaute
465491,Salah Kamar,Lilik Sudjio,Ricca Rachim
465491,Salah Kamar,Lilik Sudjio,Kardjo AC-DC
533883,Barang Antik (film),Lilik Sudjio,Jojon
533883,Barang Antik (film),Lilik Sudjio,Pong Hardjatmo
533883,Barang Antik (film),Lilik Sudjio,Tetty Liz Indriati
533883,Barang Antik (film),Lilik Sudjio,Cahyono
536563,Tugas Baru Inspektur Rachman,Lilik Sudjio,Farida Arriany
536563,Tugas Baru Inspektur Rachman,Lilik Sudjio,Bambang Irawan
536923,Sinyo Adi,Lilik Sudjio,Laila Sari
536923,Sinyo Adi,Lilik Sudjio,Eddy Sud
536923,Sinyo Adi,Lilik Sudjio,Adi Bing Slamet
536923,Sinyo Adi,Lilik Sudjio,Mang Udel
536923,Sinyo Adi,Lilik Sudjio,Aminah Cendrakasih
548549,Gepeng Mencari Untung,Lilik Sudjio,Basuki (pelawak)
548549,Gepeng Mencari Untung,Lilik Sudjio,Sofia
548549,Gepeng Mencari Untung,Lilik Sudjio,Gepeng
548549,Gepeng Mencari Untung,Lilik Sudjio,Paul Polii
548549,Gepeng Mencari Untung,Lilik Sudjio,Asmuni
548549,Gepeng Mencari Untung,Lilik Sudjio,Bambang Gentolet
548549,Gepeng Mencari Untung,Lilik Sudjio,Tarzan (pelawak)
548549,Gepeng Mencari Untung,Lilik Sudjio,Tessy
687299,Perawan Buta,Lilik Sudjio,Dicky Zulkarnaen
687299,Perawan Buta,Lilik Sudjio,Widyawati
687299,Perawan Buta,Lilik Sudjio,Ratno Timoer
687299,Perawan Buta,Lilik Sudjio,Maruli Sitompul
687299,Perawan Buta,Lilik Sudjio,Alam Surawidjaja
687299,Perawan Buta,Lilik Sudjio,Moh Mochtar
687299,Perawan Buta,Lilik Sudjio,Sjuman Djaja
220953,Benyamin Koboi Ngungsi,Nawi Ismail,S. Bagio
220953,Benyamin Koboi Ngungsi,Nawi Ismail,Grace Simon
220953,Benyamin Koboi Ngungsi,Nawi Ismail,Connie Sutedja
220953,Benyamin Koboi Ngungsi,Nawi Ismail,A. Hamid Arief
220953,Benyamin Koboi Ngungsi,Nawi Ismail,Eddy Gombloh
220953,Benyamin Koboi Ngungsi,Nawi Ismail,Muni Cader
220953,Benyamin Koboi Ngungsi,Nawi Ismail,Benyamin S.
363963,Gengsi Dong,Nawi Ismail,Camelia Malik
363963,Gengsi Dong,Nawi Ismail,M. Pandji Anom
363963,Gengsi Dong,Nawi Ismail,Warkop DKI
363963,Gengsi Dong,Nawi Ismail,Kasino (pelawak)
363963,Gengsi Dong,Nawi Ismail,Indro
363963,Gengsi Dong,Nawi Ismail,Zainal Abidin
368999,Ratu Amplop,Nawi Ismail,Ida Royani
368999,Ratu Amplop,Nawi Ismail,Rahayu Effendi
368999,Ratu Amplop,Nawi Ismail,Ratmi B-29
368999,Ratu Amplop,Nawi Ismail,Connie Sutedja
368999,Ratu Amplop,Nawi Ismail,Eddy Gombloh
368999,Ratu Amplop,Nawi Ismail,Ida Kusumah
368999,Ratu Amplop,Nawi Ismail,Tan Tjeng Bok
368999,Ratu Amplop,Nawi Ismail,Ellya Khadam
368999,Ratu Amplop,Nawi Ismail,Benyamin S
368999,Ratu Amplop,Nawi Ismail,Bissu Usman
370999,Memble Tapi Kece,Nawi Ismail,Hetty Koes Endang
370999,Memble Tapi Kece,Nawi Ismail,Emilia Contessa
370999,Memble Tapi Kece,Nawi Ismail,Wolly Sutinah
370999,Memble Tapi Kece,Nawi Ismail,Jaja Mihardja
370999,Memble Tapi Kece,Nawi Ismail,Doyok
370999,Memble Tapi Kece,Nawi Ismail,M. Pandji Anom
370999,Memble Tapi Kece,Nawi Ismail,Urip Arphan
453402,Demam Tari,Nawi Ismail,Darto Helm
453402,Demam Tari,Nawi Ismail,Usbanda
453402,Demam Tari,Nawi Ismail,Sena A. Utoyo
453402,Demam Tari,Nawi Ismail,Alicia Johar
465482,Kembalilah Mama,Nawi Ismail,August Melasz
465482,Kembalilah Mama,Nawi Ismail,Wolly Sutinah
465482,Kembalilah Mama,Nawi Ismail,Eddy Silitonga
465482,Kembalilah Mama,Nawi Ismail,A. Hamid Arief
465486,Diana (film),Nawi Ismail,Mieke Wijaya
465486,Diana (film),Nawi Ismail,Wolly Sutinah
465486,Diana (film),Nawi Ismail,Ratmi B-29
465486,Diana (film),Nawi Ismail,A. Hamid Arief
465486,Diana (film),Nawi Ismail,Diana Papilaya
465486,Diana (film),Nawi Ismail,M. Pandji Anom
465494,Tiga Janggo,Nawi Ismail,Wolly Sutinah
465494,Tiga Janggo,Nawi Ismail,Ratmi B-29
465494,Tiga Janggo,Nawi Ismail,A. Hamid Arief
465494,Tiga Janggo,Nawi Ismail,Eddy Gombloh
465494,Tiga Janggo,Nawi Ismail,Muni Cader
465494,Tiga Janggo,Nawi Ismail,Benyamin S.
465494,Tiga Janggo,Nawi Ismail,Mansjur Sjah
465567,Biang Kerok Beruntung,Nawi Ismail,Ida Royani
465567,Biang Kerok Beruntung,Nawi Ismail,Wolly Sutinah
465567,Biang Kerok Beruntung,Nawi Ismail,Connie Sutedja
465567,Biang Kerok Beruntung,Nawi Ismail,A. Hamid Arief
465567,Biang Kerok Beruntung,Nawi Ismail,Eddy Gombloh
465567,Biang Kerok Beruntung,Nawi Ismail,Ellya Khadam
465567,Biang Kerok Beruntung,Nawi Ismail,Benyamin S.
465567,Biang Kerok Beruntung,Nawi Ismail,Husin lubis
529173,Manusia dan Peristiwa,Nawi Ismail,Fifi Young
529173,Manusia dan Peristiwa,Nawi Ismail,Connie Sutedja
529173,Manusia dan Peristiwa,Nawi Ismail,Awaludin
534576,Benyamin Brengsek,Nawi Ismail,Ida Royani
